simulation,permutation,lambda_pairs,threshold,predicted_changepoints
34,1,"14.832396974191326,0.1998738046111832;14.66287829861518,0.20218456120003475;14.38749456993816,0.20605447323187173;14.730919862656235,0.20125067832664548;14.966629547095765,0.19808117822427804;14.491376746189438,0.20457736118927256;14.247806848775006,0.20807466343424721;14.66287829861518,0.20218456120003475;14.966629547095765,0.19808117822427804;14.594519519326424,0.2031315666685166",0.11107802417177909,83
17,1,"15.033296378372908,0.19720276512341928;14.866068747318506,0.1994210887306551;14.832396974191326,0.1998738046111832;15.0,0.19764050764900148;14.866068747318506,0.1994210887306551;14.52583904633395,0.2040920049629239;15.0996688705415,0.19633593558589782;15.0996688705415,0.19633593558589782;14.866068747318506,0.1994210887306551;15.132745950421556,0.19590678548676993",0.01650345515941301,73;123;247
35,1,"17.233687939614086,0.17202398146716175;17.578395831246947,0.1686506347447931;17.233687939614086,0.17202398146716175;17.146428199482248,0.1728994272302462;17.233687939614086,0.17202398146716175;17.0,0.17438868321970719;17.46424919657298,0.16975293820914836;17.406895185529212,0.170312257478265;17.4928556845359,0.16947533714325475;17.26267650163207,0.17173510807867706",0.04897708086772483,437
47,1,"16.673332000533065,0.177805348963257;17.05872210923198,0.17378837616040485;17.029386365926403,0.17408775342996613;17.05872210923198,0.17378837616040485;16.97056274847714,0.17469117899470082;17.4928556845359,0.16947533714325475;17.146428199482248,0.1728994272302462;17.11724276862369,0.1731942261267228;17.349351572897472,0.1708771421386275;17.349351572897472,0.1708771421386275",0.12516364980822797,273
1,1,"16.09347693943108,0.18421175398532766;16.06237840420901,0.18456840824757134;15.652475842498529,0.18940183294745763;16.0312195418814,0.18492714212976843;16.431676725154983,0.1804202738602174;15.716233645501712,0.18863346534578596;15.459624833740307,0.19176452511737727;15.524174696260024,0.19096716397099261;15.84297951775486,0.18712437338018745;15.937377450509228,0.18601602578222792",0.2606640377816123,362
26,1,"16.3707055437449,0.18109223251332454;16.34013463836819,0.18143103960562487;15.937377450509228,0.18601602578222792;15.652475842498529,0.18940183294745763;15.811388300841896,0.18749824862483253;16.522711641858304,0.17942621519972213;16.24807680927192,0.18245898573320857;16.217274740226856,0.1828055368255759;16.492422502470642,0.1797557402068077;15.684387141358123,0.1890164778525299",0.021970417343960283,279;332;357
48,1,"15.427248620541512,0.19216696947423417;15.394804318340652,0.19257195826796752;15.329709716755891,0.19338967726796585;15.524174696260024,0.19096716397099261;15.329709716755891,0.19338967726796585;14.933184523068078,0.19852480963825475;15.459624833740307,0.19176452511737727;15.427248620541512,0.19216696947423417;15.329709716755891,0.19338967726796585;15.0996688705415,0.19633593558589782",0.16921867105125507,358;383
18,1,"16.911534525287763,0.1753009231836445;16.583123951777,0.17877256561284663;16.30950643030009,0.18177175547307317;16.583123951777,0.17877256561284663;16.792855623746664,0.17653981438051491;16.401219466856727,0.18075531644008822;16.64331697709324,0.17812600810375193;16.55294535724685,0.17909849581163045;16.492422502470642,0.1797557402068077;16.673332000533065,0.177805348963257",0.11094293374565756,156
43,1,"14.696938456699069,0.20171599843528723;14.89966442575134,0.19897143519630153;14.628738838327793,0.2026564044583016;14.66287829861518,0.20218456120003475;14.491376746189438,0.20457736118927256;14.730919862656235,0.20125067832664548;15.132745950421556,0.19590678548676993;15.0,0.19764050764900148;14.966629547095765,0.19808117822427804;14.7648230602334,0.20078856364487704",0.30049651696346347,303
31,1,"17.146428199482248,0.1728994272302462;17.146428199482248,0.1728994272302462;17.175564037317667,0.17260612858441005;17.05872210923198,0.17378837616040485;17.146428199482248,0.1728994272302462;17.0,0.17438868321970719;17.05872210923198,0.17378837616040485;16.822603841260722,0.17622763055643878;17.349351572897472,0.1708771421386275;16.911534525287763,0.1753009231836445",0.1934202679994313,292
29,1,"17.26267650163207,0.17173510807867706;17.663521732655695,0.16783785587073277;17.832554500127006,0.1662469398152636;17.08800749063506,0.17349053810748563;17.320508075688775,0.17116170044088794;17.320508075688775,0.17116170044088794;17.233687939614086,0.17202398146716175;17.435595774162696,0.17003190789317268;17.233687939614086,0.17202398146716175;17.46424919657298,0.16975293820914836",0.08219234657843241,303
22,1,"16.881943016134134,0.175608199358435;16.881943016134134,0.175608199358435;16.61324772583615,0.17844840838222154;17.320508075688775,0.17116170044088794;17.233687939614086,0.17202398146716175;17.26267650163207,0.17173510807867706;17.378147196982766,0.1705939983780172;17.406895185529212,0.170312257478265;17.26267650163207,0.17173510807867706;16.881943016134134,0.175608199358435",0.059091794621541474,192
5,1,"16.64331697709324,0.17812600810375193;16.881943016134134,0.175608199358435;16.76305461424021,0.17685366318717288;16.492422502470642,0.1797557402068077;16.97056274847714,0.17469117899470082;16.76305461424021,0.17685366318717288;16.97056274847714,0.17469117899470082;16.911534525287763,0.1753009231836445;16.97056274847714,0.17469117899470082;16.881943016134134,0.175608199358435",0.18644869110801507,253
50,1,"15.556349186104045,0.19057219526694635;14.696938456699069,0.20171599843528723;15.0,0.19764050764900148;15.588457268119896,0.19017966715654216;15.0996688705415,0.19633593558589782;14.966629547095765,0.19808117822427804;15.491933384829668,0.19136459866514058;14.89966442575134,0.19897143519630153;15.491933384829668,0.19136459866514058;15.297058540778355,0.19380246253435435",0.11450955644503205,384
36,1,"15.0996688705415,0.19633593558589782;15.394804318340652,0.19257195826796752;15.362291495737216,0.1929795184239052;15.459624833740307,0.19176452511737727;14.594519519326424,0.2031315666685166;15.556349186104045,0.19057219526694635;15.620499351813308,0.18978955460798858;15.297058540778355,0.19380246253435435;15.264337522473747,0.1942179023734386;15.165750888103101,0.1954804372436734",0.19874177256858822,338
2,1,"16.73320053068151,0.17716919182909474;17.11724276862369,0.1731942261267228;16.792855623746664,0.17653981438051491;16.673332000533065,0.177805348963257;16.61324772583615,0.17844840838222154;16.822603841260722,0.17622763055643878;16.492422502470642,0.1797557402068077;16.881943016134134,0.175608199358435;16.76305461424021,0.17685366318717288;17.0,0.17438868321970719",0.00635903588791925,48;97
9,1,"15.198684153570664,0.19505686050055457;15.748015748023622,0.18825277178853983;15.620499351813308,0.18978955460798858;15.968719422671311,0.18565093018830753;16.1245154965971,0.18385715932740243;15.874507866387544,0.18675272579707747;15.905973720586866,0.18638328384121336;15.905973720586866,0.18638328384121336;15.905973720586866,0.18638328384121336;15.874507866387544,0.18675272579707747",0.1384625645377412,105
25,1,"19.235384061671343,0.15412261097725283;19.1049731745428,0.15517465466454222;19.390719429665317,0.15288796403291527;19.493588689617926,0.15208116175724687;19.1049731745428,0.15517465466454222;19.183326093250876,0.1545408549239038;19.131126469708992,0.15496252243321862;19.209372712298546,0.1543313079055919;18.947295321496416,0.15646600553967002;19.261360284258224,0.15391475840664867",0.0001,
10,1,"15.748015748023622,0.18825277178853983;15.231546211727817,0.19463602535981323;15.297058540778355,0.19380246253435435;15.491933384829668,0.19136459866514058;15.329709716755891,0.19338967726796585;15.620499351813308,0.18978955460798858;16.09347693943108,0.18421175398532766;15.066519173319364,0.1967679183646423;15.394804318340652,0.19257195826796752;15.231546211727817,0.19463602535981323",0.25739788512287265,189
44,1,"15.7797338380595,0.1878743738747112;15.588457268119896,0.19017966715654216;15.748015748023622,0.18825277178853983;15.264337522473747,0.1942179023734386;15.427248620541512,0.19216696947423417;15.905973720586866,0.18638328384121336;15.0996688705415,0.19633593558589782;15.684387141358123,0.1890164778525299;15.524174696260024,0.19096716397099261;15.198684153570664,0.19505686050055457",0.48189351068296166,285
40,1,"15.362291495737216,0.1929795184239052;15.165750888103101,0.1954804372436734;15.198684153570664,0.19505686050055457;15.165750888103101,0.1954804372436734;14.7648230602334,0.20078856364487704;15.264337522473747,0.1942179023734386;14.422205101855956,0.20555855320304064;14.933184523068078,0.19852480963825475;15.0,0.19764050764900148;15.264337522473747,0.1942179023734386",0.2162370147610641,371
14,1,"15.811388300841896,0.18749824862483253;16.0,0.1852879759209389;15.684387141358123,0.1890164778525299;15.874507866387544,0.18675272579707747;16.3707055437449,0.18109223251332454;15.7797338380595,0.1878743738747112;16.0,0.1852879759209389;16.15549442140351,0.18350460452682768;15.968719422671311,0.18565093018830753;15.7797338380595,0.1878743738747112",0.33781613924431975,131
39,1,"15.7797338380595,0.1878743738747112;15.684387141358123,0.1890164778525299;15.905973720586866,0.18638328384121336;16.06237840420901,0.18456840824757134;16.0,0.1852879759209389;15.937377450509228,0.18601602578222792;15.811388300841896,0.18749824862483253;15.652475842498529,0.18940183294745763;16.3707055437449,0.18109223251332454;16.06237840420901,0.18456840824757134",0.19837261093705655,334
32,1,"17.204650534085253,0.17231431750744633;17.146428199482248,0.1728994272302462;17.320508075688775,0.17116170044088794;17.029386365926403,0.17408775342996613;16.911534525287763,0.1753009231836445;17.146428199482248,0.1728994272302462;17.029386365926403,0.17408775342996613;16.703293088490067,0.17748641534512014;17.146428199482248,0.1728994272302462;17.11724276862369,0.1731942261267228",0.007701794666763399,51;113
21,1,"15.84297951775486,0.18712437338018745;15.556349186104045,0.19057219526694635;15.7797338380595,0.1878743738747112;15.394804318340652,0.19257195826796752;15.0996688705415,0.19633593558589782;15.588457268119896,0.19017966715654216;15.362291495737216,0.1929795184239052;15.132745950421556,0.19590678548676993;15.459624833740307,0.19176452511737727;15.427248620541512,0.19216696947423417",0.33094905368431193,295
6,1,"16.3707055437449,0.18109223251332454;16.186414056238647,0.18315407010068352;16.09347693943108,0.18421175398532766;15.905973720586866,0.18638328384121336;15.811388300841896,0.18749824862483253;16.1245154965971,0.18385715932740243;15.937377450509228,0.18601602578222792;16.217274740226856,0.1828055368255759;16.1245154965971,0.18385715932740243;16.30950643030009,0.18177175547307317",0.2818355869270111,137
