simulation,permutation,lambda_pairs,threshold,predicted_changepoints
26,1,"22.550568381470065,0.0796891463758063;16.28176819877649,0.08110805569492732;6.595452979136461,0.07945982461582483;14.164850680719937,0.07992046513922704",0.05808752828402086,123;131
28,1,"13.915596306649435,0.08135199024779767;12.036371259734777,0.08062669799755422;25.298221281347033,0.08286330191451272;8.633244716740448,0.08260556162634067",0.02840866444290377,147
5,1,"10.133289967549146,0.0820972148809897;13.05041147926429,0.08674526905374283;8.193040744487272,0.2558627758987909;11.225634301873624,0.10084610139507987",0.12472057848556845,150;157
17,1,"11.784461176574762,0.08235021152041729;6.383572667401852,0.0820972148809897;13.4899418150663,0.0839189279353664;10.256871241573718,0.11037103112324352",0.12138238345509486,137
14,1,"6.652067347825034,0.07878355849109886;14.123613764455467,0.08015381005956591;26.907248094147427,0.07790815844866626;6.519202405202649,0.08038921088964283",0.1072081960895156,134
8,1,"9.357591194730283,0.0889026744816285;13.4899418150663,0.0839189279353664;8.360833736995994,0.09950142654267899;9.88149185937289,0.08418919893438594",0.12098914558224269,180
21,1,"24.331050121192874,0.08615715875372316;24.576411454889012,0.0852969991890086;11.339603054250219,0.08558085022044398;24.166091947189148,0.08674526905374283",0.009515429027932497,120
2,1,"6.837397165588671,0.07664810516224883;9.45234942941296,0.0754472772943471;17.2751670837078,0.12134725746956297;11.054969101711807,0.07525257431867828",0.054929098336105917,91
10,1,"6.745368781616021,0.07769383023392645;6.745368781616021,0.07769383023392645;6.726812023536855,0.07790815844866626;6.726812023536855,0.07790815844866626",0.15879767795253913,89
34,1,"7.84702156922552,0.07790815844866626;10.940406744724484,0.07604058087862342;6.708203932499369,0.1240145487955226;19.88219968802708,0.07748126121660931",0.0001,
33,1,"7.071706477676258,0.137230366334996;6.9503989098605246,0.08795854852273385;7.119650799477143,0.08586755403933852;6.082762530298219,0.1595414691451877",0.27573475912336365,190
41,1,"6.0,0.08734558949735043;10.287534602185763,0.08086630238312927;23.83275057562597,0.08795854852273385;15.685890572583725,0.08418919893438594",0.0653166030744035,131;142;151
46,1,"7.637414934000855,0.14822573669410477;22.97825058615211,0.09122949286660428;8.909266307804309,0.12706562088498524;23.151673805580455,0.09054611625666228",0.15875900170560886,58
48,1,"7.890256175053997,0.07748126121660931;6.745368781616021,0.07769383023392645;27.422618401604172,0.12134725746956297;16.997264234523517,0.07769383023392645",0.005415629158626537,99
42,1,"15.786765506556666,0.0836512432727139;7.167274412674788,0.0852969991890086;10.757692024089781,0.10523274439310963;15.327601106869054,0.08615715875372316",0.11594962930261085,101;110
37,1,"12.177980498981828,0.0796891463758063;7.954667498274739,0.07685387225775513;9.35388477110708,0.07624148104612345;12.728672859305904,0.12102580721622991",0.01597055608211167,128
39,1,"10.102158434784357,0.08235021152041729;6.123724356957945,0.08558085022044398;16.1839789166556,0.08159813904102371;7.23812233985538,0.08446209818795883",0.14034271923308023,61
45,1,"10.133289967549146,0.0820972148809897;9.88149185937289,0.08418919893438594;7.354685751745718,0.08312346990763178;18.17961165979751,0.08473766857162739",0.11492173933618259,135
30,1,"12.317961883566367,0.07878355849109886;6.383572667401852,0.0820972148809897;16.475605599994257,0.08015381005956591;6.304760106459245,0.08312346990763178",0.011224337528909086,99;109;145
31,1,"6.763874629234341,0.07748126121660931;6.480740698407861,0.08086630238312927;16.762159353686243,0.07878355849109886;12.142733014059418,0.07992046513922704",0.01205534530492694,60
44,1,"10.014866249421885,0.09690123126717719;10.184621835160195,0.09528609763347318;15.623491958895142,0.09860138256170964;8.979696386474986,0.09264398796046948",0.8017301814947574,126
43,1,"8.333102868772638,0.08558085022044398;6.85180669648641,0.08922420419111078;8.164740001046262,0.08734558949735043;15.482169061446077,0.0852969991890086",0.026576403665833213,53
36,1,"6.5,0.08062669799755422;8.739832021480817,0.08159813904102371;6.689544080129826,0.07834219054490955;10.499671036075439,0.07923247128971124",0.1270597751334167,50
35,1,"10.994153063437096,0.08826990719025746;14.9075869031694,0.08858459591454737;17.575468281761363,0.10224680877911173;14.029887043168118,0.09412638589426993",0.14171652261761092,64;71
49,1,"22.550568381470065,0.1084401935106294;9.849564500113967,0.08446209818795883;7.23812233985538,0.08446209818795883;13.18380927110376,0.08586755403933852",0.05677748257574669,88;114
40,1,"6.34428877022476,0.08260556162634067;6.383572667401852,0.0820972148809897;7.331521329634655,0.0833861039582883;6.461423991660044,0.08110805569492732",0.19120357724425718,68
38,1,"23.40939982143925,0.0895492479058152;24.494897427831773,0.08558085022044398;12.733716523508768,0.0889026744816285;23.494680248941464,0.08922420419111078",0.0001,
32,1,"26.981475126464083,0.07769383023392645;26.608269391300137,0.07878355849109886;6.800735254367722,0.0770613054886264;22.80977882982564,0.07878355849109886",0.0001,
47,1,"6.751774952250824,0.09054611625666228;11.187386714355975,0.08674526905374283;10.915901869134641,0.0889026744816285;8.22124406625738,0.11804209469076908",0.041928281437102644,108
