simulation,permutation,lambda_pairs,threshold,predicted_changepoints
26,1,"20.493901531919196,0.1585366813380081;19.8997487421324,0.16327015876634796;20.12461179749811,0.16144585392411445;20.566963801203133,0.15797349418917764;19.974984355438178,0.16265520306421877;19.697715603592208,0.1649447683134319;19.82422760159901,0.16389214257590165;20.074859899884732,0.16184596817819116;20.049937655763422,0.16204714410193907;20.0,0.1624517568269195;20.12461179749811,0.16144585392411445;20.149441679609886,0.16124690640069858;20.174241001832016,0.16104869255023505;20.346989949375804,0.1596813653824045;19.79898987322333,0.1641010555256897",0.32395559658247286,542
3,1,"26.419689627245813,0.12297779354636172;26.248809496813376,0.12377838076552863;26.43860813280457,0.1228897951139509;26.720778431774775,0.1215920840343045;26.30589287593181,0.12350978360103666;26.49528259898354,0.12262692894104232;26.43860813280457,0.1228897951139509;26.720778431774775,0.1215920840343045;26.362852652928137,0.12324292743704722;26.43860813280457,0.1228897951139509;26.057628441590765,0.12468652486243076;26.229754097208,0.12386830332062586;26.514147167125703,0.12253968102608993;26.267851073127396,0.12368865376514283;26.627053911388696,0.12202007579774872",0.02954610340056426,634;669
38,1,"22.11334438749598,0.1469264476510193;21.88606862823929,0.1484522045382881;22.15851980616034,0.14662690310365942;22.11334438749598,0.1469264476510193;21.863211109075447,0.14860740814004725;21.540659228538015,0.15083266960715505;22.22611077089287,0.1461810017069338;21.88606862823929,0.1484522045382881;22.22611077089287,0.1461810017069338;21.88606862823929,0.1484522045382881;21.863211109075447,0.14860740814004725;22.045407685048602,0.14737922668320239;21.93171219946131,0.1481432506039448;21.79449471770337,0.14907595604403912;22.045407685048602,0.14737922668320239",0.2259514069515633,619
18,1,"20.09975124224178,0.1616455396577344;19.672315572906,0.16515773776083448;19.493588689617926,0.16667198576262104;20.049937655763422,0.16204714410193907;20.0,0.1624517568269195;19.261360284258224,0.1686814995716443;19.390719429665317,0.16755619348335174;19.544820285692065,0.16623509907209896;19.235384061671343,0.16890929373292088;19.72308292331602,0.1647326206136608;19.79898987322333,0.1641010555256897;20.445048300260872,0.15891550309993316;19.748417658131498,0.16452128939052416;19.748417658131498,0.16452128939052416;19.519221295943137,0.1664531124104663",0.3072662158786603,898
13,1,"21.42428528562855,0.15165197313339776;21.88606862823929,0.1484522045382881;21.02379604162864,0.1545408417254936;21.400934559032695,0.15181744178396495;21.633307652783937,0.15018670231504241;21.37755832643195,0.15198345325158913;21.330729007701542,0.1523171165582439;21.61018278497431,0.15034741579314467;21.118712081942874,0.15384627262930542;21.494185260204677,0.15115879467894058;21.02379604162864,0.1545408417254936;21.72556098240043,0.14954896396785275;21.517434791350013,0.15099546800274252;21.307275752662516,0.1524847744147863;21.470910553583888,0.1513226524990607",0.5945493675360439,379
47,1,"21.540659228538015,0.15083266960715505;21.77154105707724,0.14923312631019434;21.61018278497431,0.15034741579314467;21.88606862823929,0.1484522045382881;21.863211109075447,0.14860740814004725;21.656407827707714,0.15002650312031426;21.702534414210707,0.14970763665329975;21.863211109075447,0.14860740814004725;21.908902300206645,0.14829748620074612;21.748563170931547,0.14939079473907266;21.72556098240043,0.14954896396785275;22.0,0.14768341529719956;21.840329667841555,0.14876309954800637;22.090722034374522,0.1470769100024296;21.77154105707724,0.14923312631019434",0.4193716719101198,838
2,1,"21.447610589527216,0.15148704434818866;21.330729007701542,0.1523171165582439;21.213203435596427,0.1531609851573104;20.904544960366874,0.15542242812260523;21.2602916254693,0.1528217577526607;21.77154105707724,0.14923312631019434;21.118712081942874,0.15384627262930542;21.587033144922902,0.15050864631217453;20.92844953645635,0.15524490387492526;21.213203435596427,0.1531609851573104;21.633307652783937,0.15018670231504241;21.702534414210707,0.14970763665329975;21.236760581595302,0.1529910893921432;21.494185260204677,0.15115879467894058;20.904544960366874,0.15542242812260523",0.5482806884708293,120
8,1,"18.520259177452136,0.17543140759574216;18.24828759089466,0.17804602872214484;18.601075237738275,0.17466921105435212;18.841443681416774,0.17244088040572486;18.411952639521967,0.17646336595306086;18.35755975068582,0.17698622151656127;18.411952639521967,0.17646336595306086;18.33030277982336,0.17724939819950422;18.439088914585774,0.17620366990954325;18.2208671582886,0.17831396872131944;18.2208671582886,0.17831396872131944;18.303005217723125,0.17751375240784456;17.74823934929885,0.1830623912938578;18.303005217723125,0.17751375240784456;18.520259177452136,0.17543140759574216",0.16531197359341188,94
44,1,"21.37755832643195,0.15198345325158913;21.330729007701542,0.1523171165582439;21.587033144922902,0.15050864631217453;21.354156504062622,0.1521500105106124;21.447610589527216,0.15148704434818866;21.517434791350013,0.15099546800274252;21.587033144922902,0.15050864631217453;21.236760581595302,0.1529910893921432;21.283796653792763,0.1526529871238651;21.42428528562855,0.15165197313339776;21.470910553583888,0.1513226524990607;21.37755832643195,0.15198345325158913;21.540659228538015,0.15083266960715505;21.470910553583888,0.1513226524990607;21.863211109075447,0.14860740814004725",0.4507448636284962,137
36,1,"23.194827009486403,0.14007585118912824;22.494443758403985,0.14443722954138583;22.60530911091463,0.14372885239466346;22.64950330581225,0.14344840558621133;22.891046284519195,0.14193475895139204;22.891046284519195,0.14193475895139204;23.173260452512935,0.1402062149690317;23.173260452512935,0.1402062149690317;22.759613353482084,0.14275440826156685;22.759613353482084,0.14275440826156685;22.759613353482084,0.14275440826156685;23.194827009486403,0.14007585118912824;22.737634001804146,0.14289240192187944;22.759613353482084,0.14275440826156685;23.021728866442675,0.14112906790741955",0.1159308035269768,243
23,1,"20.663978319771825,0.15723183049556483;20.12461179749811,0.16144585392411445;19.924858845171276,0.16306439919024987;20.09975124224178,0.1616455396577344;19.924858845171276,0.16306439919024987;19.974984355438178,0.16265520306421877;20.174241001832016,0.16104869255023505;19.79898987322333,0.1641010555256897;20.0,0.1624517568269195;19.6468827043885,0.16537153427462856;19.949937343260004,0.16285941557786704;20.0,0.1624517568269195;20.174241001832016,0.16104869255023505;19.87460691435179,0.16347669921422228;19.77371993328519,0.16431076942023817",0.4019374194540937,506
35,1,"21.236760581595302,0.1529910893921432;21.118712081942874,0.15384627262930542;21.307275752662516,0.1524847744147863;20.639767440550294,0.15741626672377684;21.2602916254693,0.1528217577526607;20.8806130178211,0.1556005627691781;21.42428528562855,0.15165197313339776;20.97617696340303,0.15489167269169;20.639767440550294,0.15741626672377684;21.0,0.15471595888278047;20.445048300260872,0.15891550309993316;21.0,0.15471595888278047;20.83266665599966,0.1559586773113701;20.808652046684813,0.15613866430411186;21.071307505705477,0.15419238391631124",0.33498096920857634,741
12,1,"23.727621035409346,0.13693050524069691;23.280893453645632,0.1395580089315521;22.67156809750927,0.14330879639928099;23.173260452512935,0.1402062149690317;22.825424421026653,0.14234281372421695;23.043437243605826,0.1409961153881218;23.0,0.14126239724079956;23.2163735324878,0.1399458503711554;22.737634001804146,0.14289240192187944;23.388031127053,0.13891871098034508;23.15167380558045,0.1403369434029969;23.302360395462088,0.13942944325807904;22.891046284519195,0.14193475895139204;22.891046284519195,0.14193475895139204;23.68543856465402,0.13717437098196494",0.035080574006220944,152
6,1,"21.77154105707724,0.14923312631019434;22.0,0.14768341529719956;21.88606862823929,0.1484522045382881;21.840329667841555,0.14876309954800637;21.88606862823929,0.1484522045382881;22.15851980616034,0.14662690310365942;21.540659228538015,0.15083266960715505;22.0,0.14768341529719956;21.97726097583591,0.14783621763015498;22.781571499789035,0.14261681361922188;21.42428528562855,0.15165197313339776;21.748563170931547,0.14939079473907266;22.06807649071391,0.1472278355526618;21.840329667841555,0.14876309954800637;21.633307652783937,0.15018670231504241",0.3249021975905222,742
32,1,"20.37154878746336,0.15948886215945662;20.149441679609886,0.16124690640069858;20.688160865577203,0.15704804103415607;20.83266665599966,0.1559586773113701;20.29778313018444,0.16006847229078988;20.199009876724155,0.1608512078744185;20.54263858417414,0.15816055582272753;20.396078054371138,0.15929705347651776;20.493901531919196,0.1585366813380081;20.73644135332772,0.15668238735751033;20.688160865577203,0.15704804103415607;20.12461179749811,0.16144585392411445;20.445048300260872,0.15891550309993316;20.174241001832016,0.16104869255023505;20.049937655763422,0.16204714410193907",0.34172229709261004,101
39,1,"22.781571499789035,0.14261681361922188;22.22611077089287,0.1461810017069338;22.06807649071391,0.1472278355526618;22.956480566497994,0.14153019349490076;22.759613353482084,0.14275440826156685;22.045407685048602,0.14737922668320239;22.9128784747792,0.14179951855960338;22.40535650240808,0.14501153490636004;22.64950330581225,0.14344840558621133;22.561028345356956,0.14401095051179436;22.561028345356956,0.14401095051179436;22.60530911091463,0.14372885239466346;22.561028345356956,0.14401095051179436;22.58317958127243,0.14386969402805969;22.64950330581225,0.14344840558621133",0.26231202962106415,487
21,1,"23.0,0.14126239724079956;22.93468988235943,0.1416646640178656;22.891046284519195,0.14193475895139204;23.2163735324878,0.1399458503711554;23.108440016582687,0.14059950105705415;23.2163735324878,0.1399458503711554;22.338307903688676,0.14544678811602751;22.956480566497994,0.14153019349490076;23.194827009486403,0.14007585118912824;22.93468988235943,0.1416646640178656;23.108440016582687,0.14059950105705415;22.891046284519195,0.14193475895139204;23.302360395462088,0.13942944325807904;22.891046284519195,0.14193475895139204;23.515952032609693,0.1381630278898739",0.1528603771598239,498
16,1,"25.45584412271571,0.12763415429775865;25.13961017995307,0.12923967847080017;25.45584412271571,0.12763415429775865;25.475478405713993,0.12753578499274232;25.25866188063018,0.12863053284029827;25.514701644346147,0.12733972679074418;25.059928172283335,0.12965061648228796;25.709920264364882,0.1263728204183387;25.534290669607408,0.12724203615358717;25.37715508089904,0.1280299200671191;25.219040425836983,0.12883262335428686;25.337718918639855,0.12822918854578563;25.39685019840059,0.12793063356900075;25.357444666211933,0.12812943809230257;25.219040425836983,0.12883262335428686",0.0002034126739630285,230
27,1,"22.338307903688676,0.14544678811602751;22.06807649071391,0.1472278355526618;22.02271554554524,0.14753108579271484;22.135943621178654,0.14677644613396387;21.908902300206645,0.14829748620074612;22.44994432064365,0.14472352760139223;22.360679774997898,0.145301268531703;22.20360331117452,0.14632918319628022;22.93468988235943,0.1416646640178656;22.315913604421397,0.1455927457926108;22.20360331117452,0.14632918319628022;22.090722034374522,0.1470769100024296;22.427661492005804,0.14486731653661206;22.40535650240808,0.14501153490636004;22.11334438749598,0.1469264476510193",0.1637157367983421,289
14,1,"23.853720883753127,0.1362066384683541;23.558437978779494,0.13791386081984688;23.83275057562597,0.13632648595169775;23.706539182259394,0.13705227538947481;23.40939982143925,0.13879190245461978;23.664319132398465,0.13729679347039334;23.958297101421877,0.13561210643579363;23.811761799581316,0.1364466503522439;23.727621035409346,0.13693050524069691;23.664319132398465,0.13729679347039334;23.895606290697042,0.13596788869940887;23.68543856465402,0.13717437098196494;23.874672772626646,0.1360871065116147;23.49468024894146,0.13828811893214735;23.345235059857504,0.13917337427564208",0.024429067134912746,436
40,1,"20.46948949045872,0.1587257531778131;20.322401432901575,0.15987456734705893;20.663978319771825,0.15723183049556483;20.223748416156685,0.1606544479134613;20.174241001832016,0.16104869255023505;20.174241001832016,0.16104869255023505;20.54263858417414,0.15816055582272753;20.248456731316587,0.1604584082456704;20.199009876724155,0.1608512078744185;20.396078054371138,0.15929705347651776;20.566963801203133,0.15797349418917764;20.688160865577203,0.15704804103415607;20.024984394500787,0.16224907208570072;20.248456731316587,0.1604584082456704;20.445048300260872,0.15891550309993316",0.45324590415937216,411
25,1,"21.6794833886788,0.1498668154719527;21.517434791350013,0.15099546800274252;21.587033144922902,0.15050864631217453;21.330729007701542,0.1523171165582439;21.633307652783937,0.15018670231504241;22.02271554554524,0.14753108579271484;21.72556098240043,0.14954896396785275;21.95449840010015,0.1479894952427412;21.6794833886788,0.1498668154719527;21.095023109728988,0.15401903660584002;21.656407827707714,0.15002650312031426;21.517434791350013,0.15099546800274252;21.37755832643195,0.15198345325158913;21.42428528562855,0.15165197313339776;21.307275752662516,0.1524847744147863",0.379205425194347,535
4,1,"23.600847442411894,0.1376660369703383;23.45207879911715,0.13853932371490665;22.869193252058544,0.1420703870367588;23.08679276123039,0.14073133371710636;23.388031127053,0.13891871098034508;23.173260452512935,0.1402062149690317;23.323807579381203,0.13930123224865795;23.0,0.14126239724079956;23.558437978779494,0.13791386081984688;23.194827009486403,0.14007585118912824;23.49468024894146,0.13828811893214735;22.93468988235943,0.1416646640178656;23.130067012440755,0.14046803819421974;23.302360395462088,0.13942944325807904;23.108440016582687,0.14059950105705415",0.03786941704252608,174
37,1,"20.54263858417414,0.15816055582272753;20.42057785666214,0.15910593516717766;20.615528128088304,0.15760135352106916;20.92844953645635,0.15524490387492526;20.639767440550294,0.15741626672377684;20.518284528683193,0.1583482835515053;20.42057785666214,0.15910593516717766;20.29778313018444,0.16006847229078988;20.518284528683193,0.1583482835515053;20.445048300260872,0.15891550309993316;20.445048300260872,0.15891550309993316;20.199009876724155,0.1608512078744185;20.199009876724155,0.1608512078744185;20.518284528683193,0.1583482835515053;20.346989949375804,0.1596813653824045",0.23590878332588866,503
10,1,"19.467922333931785,0.1668917247977436;19.026297590440446,0.1707654955513169;19.078784028338912,0.17029571338049607;18.947295321496416,0.1714775159941819;19.390719429665317,0.16755619348335174;19.026297590440446,0.1707654955513169;19.339079605813716,0.16800360734652875;19.1049731745428,0.17006227158003545;19.183326093250876,0.16936766443653756;19.390719429665317,0.16755619348335174;19.72308292331602,0.1647326206136608;19.493588689617926,0.16667198576262104;19.570385790780925,0.16601794013017984;19.82422760159901,0.16389214257590165;19.544820285692065,0.16623509907209896",0.35236161025159135,656
45,1,"19.87460691435179,0.16347669921422228;19.672315572906,0.16515773776083448;20.12461179749811,0.16144585392411445;19.974984355438178,0.16265520306421877;19.849433241279208,0.1636840254855057;19.8997487421324,0.16327015876634796;20.149441679609886,0.16124690640069858;19.949937343260004,0.16285941557786704;19.4164878389476,0.16733382285652812;19.79898987322333,0.1641010555256897;20.223748416156685,0.1606544479134613;20.12461179749811,0.16144585392411445;19.87460691435179,0.16347669921422228;19.849433241279208,0.1636840254855057;19.82422760159901,0.16389214257590165",0.33530680090941134,579
5,1,"22.516660498395403,0.14429471620669168;22.847319317591726,0.14220640467158585;22.693611435820433,0.14316959403869906;23.0,0.14126239724079956;22.715633383201094,0.14303079653245113;22.40535650240808,0.14501153490636004;22.64950330581225,0.14344840558621133;22.538855339169288,0.14415262388645061;22.58317958127243,0.14386969402805969;23.130067012440755,0.14046803819421974;22.715633383201094,0.14303079653245113;22.825424421026653,0.14234281372421695;23.021728866442675,0.14112906790741955;22.24859546128699,0.1460332694794949;22.759613353482084,0.14275440826156685",0.2631621307573254,288
24,1,"22.93468988235943,0.1416646640178656;23.0,0.14126239724079956;23.2163735324878,0.1399458503711554;22.956480566497994,0.14153019349490076;23.2163735324878,0.1399458503711554;23.065125189341593,0.1408635379113299;23.323807579381203,0.13930123224865795;23.194827009486403,0.14007585118912824;23.08679276123039,0.14073133371710636;23.043437243605826,0.1409961153881218;22.869193252058544,0.1420703870367588;23.2379000772445,0.1398162108339547;22.737634001804146,0.14289240192187944;22.93468988235943,0.1416646640178656;23.49468024894146,0.13828811893214735",0.13340749995230222,418
15,1,"21.656407827707714,0.15002650312031426;21.18962010041709,0.1533314481874282;21.354156504062622,0.1521500105106124;21.494185260204677,0.15115879467894058;21.656407827707714,0.15002650312031426;21.93171219946131,0.1481432506039448;21.6794833886788,0.1498668154719527;21.6794833886788,0.1498668154719527;21.470910553583888,0.1513226524990607;21.2602916254693,0.1528217577526607;21.72556098240043,0.14954896396785275;21.563858652847824,0.15067039665043006;21.37755832643195,0.15198345325158913;21.817424229271428,0.14891928132282956;21.863211109075447,0.14860740814004725",0.2729045571046217,339
11,1,"24.698178070456937,0.13154958747442053;24.859605789312106,0.13069536033975437;24.839484696748443,0.13080122942178818;24.454038521274967,0.13286292706669842;24.698178070456937,0.13154958747442053;24.677925358506133,0.13165754776134345;24.657656011875904,0.13176577428825967;24.73863375370596,0.13133446126755763;24.61706725018234,0.13198303045275728;24.71841418861655,0.1314418923376829;24.55605831561735,0.13231093910833577;24.596747752497688,0.13209206230154819;24.63736998950984,0.13187426815125852;24.596747752497688,0.13209206230154819;24.474476501040833,0.13275197679509987",0.18342752552624958,533
1,1,"21.840329667841555,0.14876309954800637;21.72556098240043,0.14954896396785275;21.863211109075447,0.14860740814004725;21.702534414210707,0.14970763665329975;22.06807649071391,0.1472278355526618;21.656407827707714,0.15002650312031426;21.494185260204677,0.15115879467894058;21.633307652783937,0.15018670231504241;21.863211109075447,0.14860740814004725;22.02271554554524,0.14753108579271484;21.400934559032695,0.15181744178396495;21.702534414210707,0.14970763665329975;21.702534414210707,0.14970763665329975;21.540659228538015,0.15083266960715505;22.0,0.14768341529719956",0.2204624871229386,621
34,1,"20.346989949375804,0.1596813653824045;20.37154878746336,0.15948886215945662;20.71231517720798,0.15686489456831257;20.54263858417414,0.15816055582272753;20.566963801203133,0.15797349418917764;20.784609690826528,0.15631927589058264;20.29778313018444,0.16006847229078988;20.808652046684813,0.15613866430411186;20.0,0.1624517568269195;20.396078054371138,0.15929705347651776;20.54263858417414,0.15816055582272753;20.566963801203133,0.15797349418917764;20.97617696340303,0.15489167269169;20.46948949045872,0.1587257531778131;20.784609690826528,0.15631927589058264",0.38834228438789736,676
20,1,"19.235384061671343,0.16890929373292088;20.024984394500787,0.16224907208570072;19.4164878389476,0.16733382285652812;19.697715603592208,0.1649447683134319;20.024984394500787,0.16224907208570072;19.974984355438178,0.16265520306421877;19.924858845171276,0.16306439919024987;19.157244060668017,0.16959825360313832;19.390719429665317,0.16755619348335174;19.621416870348583,0.16558616322189526;19.697715603592208,0.1649447683134319;19.235384061671343,0.16890929373292088;19.235384061671343,0.16890929373292088;19.4164878389476,0.16733382285652812;19.849433241279208,0.1636840254855057",0.5231933270892117,559
46,1,"20.174241001832016,0.16104869255023505;20.024984394500787,0.16224907208570072;20.199009876724155,0.1608512078744185;19.949937343260004,0.16285941557786704;19.87460691435179,0.16347669921422228;20.223748416156685,0.1606544479134613;20.273134932713294,0.16026308448703;20.518284528683193,0.1583482835515053;19.974984355438178,0.16265520306421877;20.223748416156685,0.1606544479134613;20.591260281974,0.15778709472108707;21.0,0.15471595888278047;20.42057785666214,0.15910593516717766;20.29778313018444,0.16006847229078988;19.8997487421324,0.16327015876634796",0.4255735313795163,673
30,1,"23.043437243605826,0.1409961153881218;23.49468024894146,0.13828811893214735;22.715633383201094,0.14303079653245113;23.130067012440755,0.14046803819421974;22.781571499789035,0.14261681361922188;22.737634001804146,0.14289240192187944;22.847319317591726,0.14220640467158585;22.737634001804146,0.14289240192187944;22.847319317591726,0.14220640467158585;22.891046284519195,0.14193475895139204;23.2163735324878,0.1399458503711554;22.9128784747792,0.14179951855960338;23.194827009486403,0.14007585118912824;23.194827009486403,0.14007585118912824;22.80350850198276,0.14247961607556517",0.21552819759723918,251
42,1,"17.46424919657298,0.18603921073091134;17.204650534085253,0.18884633140914517;17.72004514666935,0.18335366019928434;17.26267650163207,0.18821155202851747;17.46424919657298,0.18603921073091134;17.4928556845359,0.18573497633154396;17.435595774162696,0.1863449450550489;17.146428199482248,0.18948757716411735;16.911534525287763,0.19211947512392316;17.11724276862369,0.1898106593717271;18.275666882497067,0.1777792929488143;17.08800749063506,0.19013539983049493;17.578395831246947,0.18483115113171936;18.520259177452136,0.17543140759574216;18.384776310850235,0.17672421364305044",0.3191921417616874,867
49,1,"21.400934559032695,0.15181744178396495;21.702534414210707,0.14970763665329975;21.470910553583888,0.1513226524990607;21.283796653792763,0.1526529871238651;21.447610589527216,0.15148704434818866;22.11334438749598,0.1469264476510193;21.702534414210707,0.14970763665329975;21.42428528562855,0.15165197313339776;21.79449471770337,0.14907595604403912;21.748563170931547,0.14939079473907266;21.840329667841555,0.14876309954800637;21.283796653792763,0.1526529871238651;22.045407685048602,0.14737922668320239;21.72556098240043,0.14954896396785275;21.817424229271428,0.14891928132282956",0.13170375015376412,560
