simulation,permutation,lambda_pairs,threshold,predicted_changepoints
8,1,"11.916375287812984,0.22465996021706658;12.0,0.22309436650764172;11.958260743101398,0.22387305776353067;11.958260743101398,0.22387305776353067;12.083045973594572,0.221561053722887;11.575836902790225,0.23126901498123284;12.0,0.22309436650764172",0.10102986003241202,92;171
3,1,"12.0,0.22309436650764172;12.12435565298214,0.22080615867064451;11.74734012447073,0.22789264375813903;12.083045973594572,0.221561053722887;12.206555615733702,0.21931923159724084;12.041594578792296,0.2223237446315189;12.12435565298214,0.22080615867064451",0.27311779661699914,84
35,1,"11.445523142259598,0.23390214364314116;11.489125293076057,0.2330144662714297;11.40175425099138,0.23480004384929842;11.789826122551595,0.22707140633489734;11.789826122551595,0.22707140633489734;11.61895003862225,0.23041087096447738;12.0,0.22309436650764172",0.10719991139161374,143
18,1,"11.489125293076057,0.2330144662714297;11.916375287812984,0.22465996021706658;11.789826122551595,0.22707140633489734;11.575836902790225,0.23126901498123284;11.045361017187261,0.24237617891582883;11.313708498984761,0.23662730910310567;11.180339887498949,0.23945000107600284",0.1575454944387662,54
4,1,"9.38083151964686,0.2853832725259819;9.797958971132712,0.2732336812165897;9.848857801796104,0.27182161139573774;9.539392014169456,0.2806397298816516;9.695359714832659,0.2761251234439534;10.583005244258363,0.2529652340051646;9.848857801796104,0.27182161139573774",0.5264923117723302,8;28;56;85;108;146;172
13,1,"11.532562594670797,0.2321368192121329;11.532562594670797,0.2321368192121329;11.61895003862225,0.23041087096447738;11.61895003862225,0.23041087096447738;11.313708498984761,0.23662730910310567;11.313708498984761,0.23662730910310567;11.832159566199232,0.22625898367187575",0.166532232477554,77
47,1,"11.704699910719626,0.22872285650312807;11.61895003862225,0.23041087096447738;11.575836902790225,0.23126901498123284;11.445523142259598,0.23390214364314116;11.661903789690601,0.2295622092559492;11.832159566199232,0.22625898367187575;11.661903789690601,0.2295622092559492",0.14230882550602525,150
26,1,"12.24744871391589,0.21858694497327175;12.041594578792296,0.2223237446315189;12.12435565298214,0.22080615867064451;12.288205727444508,0.2178619448169383;12.041594578792296,0.2223237446315189;12.529964086141668,0.21365842549003394;11.958260743101398,0.22387305776353067",0.062074372645657586,188
17,1,"11.445523142259598,0.23390214364314116;11.090536506409418,0.24138889913436906;11.313708498984761,0.23662730910310567;11.180339887498949,0.23945000107600284;11.224972160321824,0.23849790982599162;11.135528725660043,0.24041358646246203;11.045361017187261,0.24237617891582883",0.3414409823585449,87
43,1,"12.68857754044952,0.2109875901815908;12.767145334803704,0.20968919268066447;12.529964086141668,0.21365842549003394;12.96148139681572,0.20654524865879903;12.806248474865697,0.2090489188419231;12.767145334803704,0.20968919268066447;12.36931687685298,0.21643332649206254",0.1697904757447918,75
22,1,"13.379088160259652,0.20009827022768828;12.96148139681572,0.20654524865879903;13.038404810405298,0.20532668198453352;12.288205727444508,0.2178619448169383;13.30413469565007,0.20122559334633147;12.609520212918492,0.21231040934840412;12.884098726725126,0.2077857718164329",0.018027461561793384,32;58
29,1,"10.816653826391969,0.2475009777570641;10.488088481701515,0.25525455880377745;10.535653752852738,0.25410216213368;9.643650760992955,0.27760569772189164;10.246950765959598,0.2612613702590572;10.04987562112089,0.2663846299217296;9.746794344808963,0.27466798861078995",0.21714701764173788,163
48,1,"11.532562594670797,0.2321368192121329;11.489125293076057,0.2330144662714297;11.789826122551595,0.22707140633489734;11.269427669584644,0.23755708600154413;11.40175425099138,0.23480004384929842;11.489125293076057,0.2330144662714297;11.40175425099138,0.23480004384929842",0.1560364150817506,108
50,1,"11.61895003862225,0.23041087096447738;11.045361017187261,0.24237617891582883;12.0,0.22309436650764172;11.61895003862225,0.23041087096447738;11.045361017187261,0.24237617891582883;11.661903789690601,0.2295622092559492;11.090536506409418,0.24138889913436906",0.11615940014172374,141
31,1,"11.832159566199232,0.22625898367187575;11.313708498984761,0.23662730910310567;11.224972160321824,0.23849790982599162;11.313708498984761,0.23662730910310567;11.958260743101398,0.22387305776353067;11.916375287812984,0.22465996021706658;11.357816691600547,0.23570836462535286",0.11695929840579924,174
49,1,"11.313708498984761,0.23662730910310567;11.445523142259598,0.23390214364314116;11.704699910719626,0.22872285650312807;12.12435565298214,0.22080615867064451;11.575836902790225,0.23126901498123284;11.789826122551595,0.22707140633489734;11.704699910719626,0.22872285650312807",0.13934987416147132,112
1,1,"11.224972160321824,0.23849790982599162;11.575836902790225,0.23126901498123284;11.269427669584644,0.23755708600154413;11.180339887498949,0.23945000107600284;11.045361017187261,0.24237617891582883;11.61895003862225,0.23041087096447738;11.40175425099138,0.23480004384929842",0.04869646163736874,139;155
28,1,"10.770329614269007,0.24856550300419009;10.246950765959598,0.2612613702590572;10.14889156509222,0.26378569333619384;10.295630140987,0.2600260849925068;10.677078252031311,0.2507364219778362;10.295630140987,0.2600260849925068;11.045361017187261,0.24237617891582883",0.033357373883443536,81;100;117;144;178
23,1,"11.0,0.24337567255379097;11.090536506409418,0.24138889913436906;11.045361017187261,0.24237617891582883;11.180339887498949,0.23945000107600284;11.180339887498949,0.23945000107600284;11.445523142259598,0.23390214364314116;11.575836902790225,0.23126901498123284",0.1581215500560604,154;178
16,1,"11.916375287812984,0.22465996021706658;12.24744871391589,0.21858694497327175;11.916375287812984,0.22465996021706658;11.704699910719626,0.22872285650312807;12.36931687685298,0.21643332649206254;11.832159566199232,0.22625898367187575;12.288205727444508,0.2178619448169383",0.20626033223195003,121
42,1,"10.295630140987,0.2600260849925068;10.392304845413264,0.2576071851157519;10.295630140987,0.2600260849925068;10.535653752852738,0.25410216213368;9.695359714832659,0.2761251234439534;10.344080432788601,0.25880815752415687;10.862780491200215,0.24645001344364895",0.16180667654204434,73
30,1,"11.489125293076057,0.2330144662714297;11.832159566199232,0.22625898367187575;12.206555615733702,0.21931923159724084;12.12435565298214,0.22080615867064451;11.74734012447073,0.22789264375813903;12.288205727444508,0.2178619448169383;11.958260743101398,0.22387305776353067",0.14643237334683296,45;94
12,1,"12.041594578792296,0.2223237446315189;11.958260743101398,0.22387305776353067;11.704699910719626,0.22872285650312807;11.789826122551595,0.22707140633489734;11.313708498984761,0.23662730910310567;11.832159566199232,0.22625898367187575;11.874342087037917,0.22545521920023426",0.09454176616537983,116
46,1,"10.908712114635714,0.2454123245676193;11.269427669584644,0.23755708600154413;11.180339887498949,0.23945000107600284;11.180339887498949,0.23945000107600284;11.0,0.24337567255379097;10.862780491200215,0.24645001344364895;10.723805294763608,0.24964388335164325",0.08806342441918179,62;88
5,1,"12.083045973594572,0.221561053722887;12.609520212918492,0.21231040934840412;12.489995996796797,0.2143421341991048;12.569805089976535,0.21298121800046926;12.489995996796797,0.2143421341991048;12.767145334803704,0.20968919268066447;12.529964086141668,0.21365842549003394",0.050065406654494785,91
19,1,"11.40175425099138,0.23480004384929842;10.63014581273465,0.2518434314310687;11.224972160321824,0.23849790982599162;11.0,0.24337567255379097;11.135528725660043,0.24041358646246203;11.313708498984761,0.23662730910310567;11.224972160321824,0.23849790982599162",0.30662032215461854,167
34,1,"11.532562594670797,0.2321368192121329;11.832159566199232,0.22625898367187575;11.180339887498949,0.23945000107600284;11.40175425099138,0.23480004384929842;11.61895003862225,0.23041087096447738;11.357816691600547,0.23570836462535286;11.661903789690601,0.2295622092559492",0.05505807423463106,68;83;103
27,1,"12.767145334803704,0.20968919268066447;12.165525060596439,0.2200589275643191;12.649110640673518,0.21164589939495965;12.529964086141668,0.21365842549003394;12.328828005937952,0.217144111086821;12.529964086141668,0.21365842549003394;12.489995996796797,0.2143421341991048",0.16420672089099064,132
38,1,"11.575836902790225,0.23126901498123284;11.704699910719626,0.22872285650312807;11.313708498984761,0.23662730910310567;11.661903789690601,0.2295622092559492;11.661903789690601,0.2295622092559492;11.532562594670797,0.2321368192121329;11.789826122551595,0.22707140633489734",0.2730218448583329,114
33,1,"12.36931687685298,0.21643332649206254;12.288205727444508,0.2178619448169383;12.489995996796797,0.2143421341991048;12.328828005937952,0.217144111086821;12.36931687685298,0.21643332649206254;12.12435565298214,0.22080615867064451;12.569805089976535,0.21298121800046926",0.06564688631744273,94;113
20,1,"11.74734012447073,0.22789264375813903;11.489125293076057,0.2330144662714297;11.661903789690601,0.2295622092559492;11.445523142259598,0.23390214364314116;11.313708498984761,0.23662730910310567;11.445523142259598,0.23390214364314116;11.40175425099138,0.23480004384929842",0.24602749296342313,122
41,1,"11.575836902790225,0.23126901498123284;11.832159566199232,0.22625898367187575;11.874342087037917,0.22545521920023426;11.661903789690601,0.2295622092559492;11.61895003862225,0.23041087096447738;11.532562594670797,0.2321368192121329;11.575836902790225,0.23126901498123284",0.2936168315445283,132
2,1,"12.0,0.22309436650764172;11.704699910719626,0.22872285650312807;12.12435565298214,0.22080615867064451;11.40175425099138,0.23480004384929842;12.12435565298214,0.22080615867064451;11.874342087037917,0.22545521920023426;11.916375287812984,0.22465996021706658",0.09551320240831801,191
9,1,"10.44030650891055,0.2564227779909366;10.535653752852738,0.25410216213368;10.488088481701515,0.25525455880377745;10.63014581273465,0.2518434314310687;9.899494936611665,0.27043121040354934;10.344080432788601,0.25880815752415687;10.862780491200215,0.24645001344364895",0.2534447958571795,158
15,1,"11.40175425099138,0.23480004384929842;11.357816691600547,0.23570836462535286;11.090536506409418,0.24138889913436906;11.224972160321824,0.23849790982599162;11.832159566199232,0.22625898367187575;11.445523142259598,0.23390214364314116;11.704699910719626,0.22872285650312807",0.15185296001454698,107
11,1,"9.486832980505138,0.2821945325266128;10.295630140987,0.2600260849925068;10.908712114635714,0.2454123245676193;10.198039027185569,0.2625144295834813;10.344080432788601,0.25880815752415687;10.488088481701515,0.25525455880377745;9.9498743710662,0.2690619296537738",0.5706921892670422,116
45,1,"11.489125293076057,0.2330144662714297;11.575836902790225,0.23126901498123284;11.74734012447073,0.22789264375813903;11.661903789690601,0.2295622092559492;11.445523142259598,0.23390214364314116;11.916375287812984,0.22465996021706658;11.575836902790225,0.23126901498123284",0.16523135744446613,87
24,1,"11.40175425099138,0.23480004384929842;11.916375287812984,0.22465996021706658;11.489125293076057,0.2330144662714297;11.74734012447073,0.22789264375813903;11.661903789690601,0.2295622092559492;11.916375287812984,0.22465996021706658;11.313708498984761,0.23662730910310567",0.4624788346976519,89
6,1,"12.083045973594572,0.221561053722887;12.206555615733702,0.21931923159724084;12.409673645990857,0.21572947641186285;12.449899597988733,0.21503244881783531;11.874342087037917,0.22545521920023426;11.74734012447073,0.22789264375813903;12.449899597988733,0.21503244881783531",0.4234417965291868,136
37,1,"12.288205727444508,0.2178619448169383;12.288205727444508,0.2178619448169383;11.916375287812984,0.22465996021706658;11.874342087037917,0.22545521920023426;12.609520212918492,0.21231040934840412;12.206555615733702,0.21931923159724084;12.165525060596439,0.2200589275643191",0.07265838506796096,170
