simulation,permutation,lambda_pairs,threshold,predicted_changepoints
50,1,"2.2973097500999025,0.1942222838416779;2.3251064869700535,0.18733942397473924;2.2973097500999025,0.1942222838416779;2.2973097500999025,0.1942222838416779;2.329986101501426,0.1861648705529517",0.32211605452517655,156
25,1,"2.320175125305692,0.18853649317700905;2.307612190472001,0.19163253751291684;2.3348151486780315,0.18501213581282172;2.284097950236847,0.19761210839333426;2.270492619559855,0.20118585380171194",0.17958595212286926,153
14,1,"2.3275526879057282,0.1867493770792666;2.3101522238683514,0.19100112710606343;2.3226473499241314,0.18793509932206562;2.3324068738997483,0.18558581823093187;2.339594767218979,0.18388055250159005",0.3428689554676918,65
13,1,"2.3372110669088912,0.18444374081116036;2.2894284851066637,0.1962350037525791;2.349010079323254,0.1816783107530798;2.307612190472001,0.19163253751291684;2.270492619559855,0.20118585380171194",0.055882428662788974,54;72;110;127;139;239
21,1,"2.3151907936421487,0.1897568068433219;2.2999070574034524,0.19356501534472195;2.286770983670202,0.1969199447661669;2.286770983670202,0.1969199447661669;2.2946976768566785,0.1948862935866507",0.20991400886574635,182
19,1,"2.320175125305692,0.18853649317700905;2.2894284851066637,0.1962350037525791;2.305058100333494,0.1922702515467844;2.307612190472001,0.19163253751291684;2.320175125305692,0.18853649317700905",0.13680796473194334,154
10,1,"2.3251064869700535,0.18733942397473924;2.284097950236847,0.19761210839333426;2.2973097500999025,0.1942222838416779;2.320175125305692,0.18853649317700905;2.2946976768566785,0.1948862935866507",0.23693234087806203,199
28,1,"2.2478377048195806,0.20733034428812455;2.2390395117024138,0.2097840432384142;2.2115544864435845,0.21770319017562842;2.2649344008227015,0.20267064039378369;2.195514638609923,0.22250957933792187",0.322698310358257,139
22,1,"2.2390395117024138,0.2097840432384142;2.26212951594555,0.20342546848283138;2.195514638609923,0.22250957933792187;2.2115544864435845,0.21770319017562842;2.1754593747444164,0.22872034181340573",0.47754828566982,27;82
26,1,"2.305058100333494,0.1922702515467844;2.284097950236847,0.19761210839333426;2.278704478832458,0.1990186180177904;2.320175125305692,0.18853649317700905;2.270492619559855,0.20118585380171194",0.2225106434418314,20;73;140;155;181
17,1,"2.3559497241901295,0.18007758958796152;2.3176896588941394,0.18914369762559113;2.3226473499241314,0.18793509932206562;2.3151907936421487,0.1897568068433219;2.3176896588941394,0.18914369762559113",0.17519737669579044,106
34,1,"2.3870524115119602,0.1731298129506353;2.380556890329879,0.17455087492390547;2.3997844112528943,0.17038879846179517;2.384897054319773,0.17359963691606306;2.3913341600184856,0.17220149627129414",0.038355748869494374,49;61;171
5,1,"2.2564670105409226,0.20496077681823927;2.278704478832458,0.1990186180177904;2.2759836263427493,0.19973322935837418;2.292070651723655,0.19555716060880077;2.2946976768566785,0.1948862935866507",0.24418165183933693,151
2,1,"2.2593071331719075,0.20418879374815732;2.250732551659767,0.2065313804519334;2.284097950236847,0.19761210839333426;2.2946976768566785,0.1948862935866507;2.26212951594555,0.20342546848283138",0.28980096888854634,167
41,1,"2.2759836263427493,0.19973322935837418;2.2478377048195806,0.20733034428812455;2.253608900881584,0.20574158260502684;2.2759836263427493,0.19973322935837418;2.2593071331719075,0.20418879374815732",0.23630597591450003,189
45,1,"2.278704478832458,0.1990186180177904;2.3101522238683514,0.19100112710606343;2.3324068738997483,0.18558581823093187;2.3176896588941394,0.18914369762559113;2.278704478832458,0.1990186180177904",0.2743757185015939,130
30,1,"2.3226473499241314,0.18793509932206562;2.3101522238683514,0.19100112710606343;2.3324068738997483,0.18558581823093187;2.3372110669088912,0.18444374081116036;2.3324068738997483,0.18558581823093187",0.27380030949265943,148
8,1,"2.3372110669088912,0.18444374081116036;2.307612190472001,0.19163253751291684;2.3226473499241314,0.18793509932206562;2.3559497241901295,0.18007758958796152;2.3348151486780315,0.18501213581282172",0.08409138468623603,27;47;90;134;158
6,1,"2.286770983670202,0.1969199447661669;2.286770983670202,0.1969199447661669;2.278704478832458,0.1990186180177904;2.2999070574034524,0.19356501534472195;2.320175125305692,0.18853649317700905",0.39250186891097183,23;83
39,1,"2.2300649840909545,0.21232697297106023;2.281409183683234,0.19831162246887607;2.2564670105409226,0.20496077681823927;2.270492619559855,0.20118585380171194;2.2593071331719075,0.20418879374815732",0.5296268477728476,180
46,1,"2.253608900881584,0.20574158260502684;2.23606797749979,0.21062150781873276;2.195514638609923,0.22250957933792187;2.188931213415073,0.2245232817342631;2.2115544864435845,0.21770319017562842",0.18487898808365183,100;136
33,1,"2.3513346877207573,0.18114000346391917;2.3348151486780315,0.18501213581282172;2.349010079323254,0.1816783107530798;2.3275526879057282,0.1867493770792666;2.3226473499241314,0.18793509932206562",0.10477134503695582,53
48,1,"2.244924096618746,0.20813865278942442;2.281409183683234,0.19831162246887607;2.286770983670202,0.1969199447661669;2.307612190472001,0.19163253751291684;2.2759836263427493,0.19973322935837418",0.056469235104352894,52;191
42,1,"2.2946976768566785,0.1948862935866507;2.2946976768566785,0.1948862935866507;2.2732464125922696,0.2004555942094206;2.2894284851066637,0.1962350037525791;2.2894284851066637,0.1962350037525791",0.32352344293775054,162
37,1,"2.2564670105409226,0.20496077681823927;2.217810797714433,0.2158659996051776;2.168563897016068,0.23090910308869714;2.220906154852325,0.214964676254797;2.198769684871892,0.22152283576486162",0.9645667895843215,111
1,1,"2.2593071331719075,0.20418879374815732;2.2593071331719075,0.20418879374815732;2.2390395117024138,0.2097840432384142;2.2564670105409226,0.20496077681823927;2.2593071331719075,0.20418879374815732",0.153822757633347,196
47,1,"2.3582403962533665,0.17955334512888976;2.365046449947016,0.1780076634703375;2.353647861672273,0.18060645295747263;2.360519996852944,0.17903365273607247;2.380556890329879,0.17455087492390547",0.07779052123550231,31;55;130;147
49,1,"2.154434690031884,0.23548200450309495;2.1471926536895674,0.23787274604505648;2.1788665398604383,0.22764904626675714;2.143525342095829,0.23909575023019505;2.2052084099001346,0.21958810145320326",0.3926345018366213,86;105;133;169;194;222
32,1,"2.2732464125922696,0.2004555942094206;2.244924096618746,0.20813865278942442;2.23606797749979,0.21062150781873276;2.2300649840909545,0.21232697297106023;2.2239800905693152,0.21407454954826813",0.2628228481935277,192;217
4,1,"2.286770983670202,0.1969199447661669;2.281409183683234,0.19831162246887607;2.281409183683234,0.19831162246887607;2.2999070574034524,0.19356501534472195;2.307612190472001,0.19163253751291684",0.3221896771180468,63;81
36,1,"2.220906154852325,0.214964676254797;2.253608900881584,0.20574158260502684;2.227032928324658,0.21319538957275408;2.253608900881584,0.20574158260502684;2.278704478832458,0.1990186180177904",0.5718041899254168,27;42;116;197
31,1,"2.220906154852325,0.214964676254797;2.2330765665867003,0.21146908270324366;2.227032928324658,0.21319538957275408;2.253608900881584,0.20574158260502684;2.2390395117024138,0.2097840432384142",0.43751209658413737,38;128
38,1,"2.2239800905693152,0.21407454954826813;2.270492619559855,0.20118585380171194;2.2649344008227015,0.20267064039378369;2.2300649840909545,0.21232697297106023;2.26212951594555,0.20342546848283138",0.22234430301797278,12;38;57;74;113;128;152;241
43,1,"2.270492619559855,0.20118585380171194;2.286770983670202,0.1969199447661669;2.286770983670202,0.1969199447661669;2.305058100333494,0.1922702515467844;2.250732551659767,0.2065313804519334",0.2872277587299189,179
44,1,"2.286770983670202,0.1969199447661669;2.2894284851066637,0.1962350037525791;2.284097950236847,0.19761210839333426;2.2564670105409226,0.20496077681823927;2.292070651723655,0.19555716060880077",0.22239280526102262,12;165
7,1,"2.3783718855180975,0.17503239549369934;2.380556890329879,0.17455087492390547;2.373971523532714,0.17600751387718255;2.365046449947016,0.1780076634703375;2.3582403962533665,0.17955334512888976",0.11015100647422751,60
40,1,"2.320175125305692,0.18853649317700905;2.3324068738997483,0.18558581823093187;2.3176896588941394,0.18914369762559113;2.3101522238683514,0.19100112710606343;2.3372110669088912,0.18444374081116036",0.1116332039074041,171;197
35,1,"2.3348151486780315,0.18501213581282172;2.3275526879057282,0.1867493770792666;2.3176896588941394,0.18914369762559113;2.307612190472001,0.19163253751291684;2.3176896588941394,0.18914369762559113",0.22617039268124567,83
3,1,"2.3466739113876374,0.18222144592820308;2.3695299972782555,0.17699911335089558;2.360519996852944,0.17903365273607247;2.3513346877207573,0.18114000346391917;2.3783718855180975,0.17503239549369934",0.08514274658689731,129
9,1,"2.3176896588941394,0.18914369762559113;2.3101522238683514,0.19100112710606343;2.3024897811675307,0.1929143747967438;2.329986101501426,0.1861648705529517;2.3101522238683514,0.19100112710606343",0.33663573271873437,172
