simulation,permutation,lambda_pairs,threshold,predicted_changepoints
30,1,"10.677078252031311,0.2776609428867871;10.63014581273465,0.2788868249750155;10.295630140987,0.2879481463628818;10.099504938362077,0.29353989456198215;10.246950765959598,0.2893160787483685;10.04987562112089,0.29498948310410744;10.099504938362077,0.29353989456198215;10.198039027185569,0.2907036938015315;9.899494936611665,0.29947059256234426;9.848857801796104,0.30101029727471307",0.5585846869131667,78
16,1,"12.409673645990857,0.23889488952779883;12.206555615733702,0.2428701189804744;12.12435565298214,0.2445167149155542;12.609520212918492,0.23510867698976945;12.68857754044952,0.23364381115883495;12.409673645990857,0.23889488952779883;12.288205727444508,0.2412563461656457;12.165525060596439,0.24368924481009424;12.288205727444508,0.2412563461656457;12.767145334803704,0.23220598943550785",0.06625974147072376,129
42,1,"10.344080432788601,0.2865994356866975;10.535653752852738,0.28138810217944904;10.677078252031311,0.2776609428867871;10.246950765959598,0.2893160787483685;10.488088481701515,0.2826642452442454;10.246950765959598,0.2893160787483685;10.63014581273465,0.2788868249750155;10.535653752852738,0.28138810217944904;10.099504938362077,0.29353989456198215;10.535653752852738,0.28138810217944904",0.18505021413188,159;178
49,1,"10.04987562112089,0.29498948310410744;10.344080432788601,0.2865994356866975;10.14889156509222,0.29211146810672267;10.14889156509222,0.29211146810672267;9.9498743710662,0.29795427602141106;9.848857801796104,0.30101029727471307;10.14889156509222,0.29211146810672267;10.344080432788601,0.2865994356866975;9.643650760992955,0.3074154890310205;10.246950765959598,0.2893160787483685",0.3476674633578348,144
14,1,"11.357816691600547,0.26101914612932964;11.661903789690601,0.2542130057148821;11.313708498984761,0.26203676849205126;11.180339887498949,0.2651625661264407;11.180339887498949,0.2651625661264407;11.575836902790225,0.2561030912607655;11.224972160321824,0.26410823763237073;11.135528725660043,0.2662296230176802;11.090536506409418,0.26730966649104154;11.269427669584644,0.26306638647997005",0.16033910327524337,109
6,1,"11.269427669584644,0.26306638647997005;11.135528725660043,0.2662296230176802;11.180339887498949,0.2651625661264407;11.313708498984761,0.26203676849205126;11.045361017187261,0.2684029621233666;11.045361017187261,0.2684029621233666;11.313708498984761,0.26203676849205126;11.0,0.2695097831577293;11.135528725660043,0.2662296230176802;11.045361017187261,0.2684029621233666",0.2229823763861391,186
9,1,"12.288205727444508,0.2412563461656457;12.409673645990857,0.23889488952779883;12.649110640673518,0.23437281078104066;12.083045973594572,0.24535267193501248;12.328828005937952,0.24046143017869773;12.041594578792296,0.24619726194372138;11.789826122551595,0.251454735966319;12.328828005937952,0.24046143017869773;12.0,0.24705063456125184;12.288205727444508,0.2412563461656457",0.09789620943213562,52
11,1,"10.770329614269007,0.2752569067902415;10.862780491200215,0.2729142522153153;10.535653752852738,0.28138810217944904;10.723805294763608,0.2764510855286256;10.816653826391969,0.27407807093738756;10.816653826391969,0.27407807093738756;10.44030650891055,0.2839579098759985;10.392304845413264,0.2852695007348132;10.677078252031311,0.2776609428867871;10.862780491200215,0.2729142522153153",0.48463431944872953,164
45,1,"10.723805294763608,0.2764510855286256;10.535653752852738,0.28138810217944904;11.0,0.2695097831577293;10.862780491200215,0.2729142522153153;10.488088481701515,0.2826642452442454;10.908712114635714,0.2717651344705985;11.74734012447073,0.25236415931803036;10.816653826391969,0.27407807093738756;11.0,0.2695097831577293;11.135528725660043,0.2662296230176802",0.28388598447791447,115
2,1,"11.0,0.2695097831577293;10.198039027185569,0.2907036938015315;10.535653752852738,0.28138810217944904;10.198039027185569,0.2907036938015315;10.862780491200215,0.2729142522153153;10.392304845413264,0.2852695007348132;10.583005244258363,0.2801290886956162;10.816653826391969,0.27407807093738756;10.583005244258363,0.2801290886956162;10.246950765959598,0.2893160787483685",0.2420883191656945,73
24,1,"11.357816691600547,0.26101914612932964;11.045361017187261,0.2684029621233666;11.090536506409418,0.26730966649104154;10.954451150103322,0.27063041079032607;11.135528725660043,0.2662296230176802;11.045361017187261,0.2684029621233666;11.090536506409418,0.26730966649104154;11.269427669584644,0.26306638647997005;11.224972160321824,0.26410823763237073;11.269427669584644,0.26306638647997005",0.21289101269921695,119
10,1,"9.327379053088816,0.31783929846329934;8.94427190999916,0.33145320765805086;9.327379053088816,0.31783929846329934;9.539392014169456,0.31077532093570587;8.717797887081348,0.34006381578634537;9.055385138137417,0.3273861431082992;9.1104335791443,0.32540796099119074;9.1104335791443,0.32540796099119074;9.16515138991168,0.3234652095325171;9.433981132056603,0.3142477786669835",1.1190156182031963,149
48,1,"11.489125293076057,0.2580359722007426;11.135528725660043,0.2662296230176802;11.789826122551595,0.251454735966319;11.789826122551595,0.251454735966319;11.532562594670797,0.2570640818463859;11.661903789690601,0.2542130057148821;11.916375287812984,0.24878434449500433;11.40175425099138,0.26001328826020353;11.832159566199232,0.2505550739193863;11.575836902790225,0.2561030912607655",0.27258271398685885,164
37,1,"10.0,0.2964607614735022;9.797958971132712,0.30257399765293086;9.9498743710662,0.29795427602141106;9.9498743710662,0.29795427602141106;10.246950765959598,0.2893160787483685;10.392304845413264,0.2852695007348132;10.770329614269007,0.2752569067902415;10.14889156509222,0.29211146810672267;10.535653752852738,0.28138810217944904;9.899494936611665,0.29947059256234426",0.5618865892101417,193
33,1,"11.180339887498949,0.2651625661264407;10.677078252031311,0.2776609428867871;11.357816691600547,0.26101914612932964;11.40175425099138,0.26001328826020353;11.40175425099138,0.26001328826020353;11.224972160321824,0.26410823763237073;11.40175425099138,0.26001328826020353;11.445523142259598,0.2590189699402192;11.313708498984761,0.26203676849205126;11.61895003862225,0.25515279822018744",0.14297380186978625,83;117
38,1,"10.954451150103322,0.27063041079032607;11.180339887498949,0.2651625661264407;11.135528725660043,0.2662296230176802;11.489125293076057,0.2580359722007426;11.313708498984761,0.26203676849205126;11.180339887498949,0.2651625661264407;10.723805294763608,0.2764510855286256;10.770329614269007,0.2752569067902415;10.954451150103322,0.27063041079032607;11.135528725660043,0.2662296230176802",0.6248645418419969,96
15,1,"11.532562594670797,0.2570640818463859;11.832159566199232,0.2505550739193863;11.704699910719626,0.25328352177742874;11.575836902790225,0.2561030912607655;11.874342087037917,0.24966499979575296;11.958260743101398,0.2479129430628342;11.704699910719626,0.25328352177742874;12.206555615733702,0.2428701189804744;11.704699910719626,0.25328352177742874;12.083045973594572,0.24535267193501248",0.07225987875442239,198
41,1,"11.61895003862225,0.25515279822018744;11.313708498984761,0.26203676849205126;11.489125293076057,0.2580359722007426;11.61895003862225,0.25515279822018744;11.445523142259598,0.2590189699402192;11.575836902790225,0.2561030912607655;11.445523142259598,0.2590189699402192;11.224972160321824,0.26410823763237073;11.224972160321824,0.26410823763237073;11.313708498984761,0.26203676849205126",0.383301319655477,59
44,1,"10.583005244258363,0.2801290886956162;10.392304845413264,0.2852695007348132;10.488088481701515,0.2826642452442454;10.63014581273465,0.2788868249750155;11.135528725660043,0.2662296230176802;11.0,0.2695097831577293;10.392304845413264,0.2852695007348132;10.583005244258363,0.2801290886956162;10.908712114635714,0.2717651344705985;11.180339887498949,0.2651625661264407",0.1592295656207875,101
40,1,"10.862780491200215,0.2729142522153153;11.789826122551595,0.251454735966319;11.40175425099138,0.26001328826020353;11.575836902790225,0.2561030912607655;11.313708498984761,0.26203676849205126;11.661903789690601,0.2542130057148821;11.958260743101398,0.2479129430628342;11.832159566199232,0.2505550739193863;11.224972160321824,0.26410823763237073;11.269427669584644,0.26306638647997005",0.7123908187453353,91
50,1,"11.180339887498949,0.2651625661264407;11.135528725660043,0.2662296230176802;11.704699910719626,0.25328352177742874;10.908712114635714,0.2717651344705985;11.045361017187261,0.2684029621233666;11.532562594670797,0.2570640818463859;11.269427669584644,0.26306638647997005;11.135528725660043,0.2662296230176802;11.135528725660043,0.2662296230176802;11.313708498984761,0.26203676849205126",0.5611744127957929,59
7,1,"12.206555615733702,0.2428701189804744;11.532562594670797,0.2570640818463859;11.832159566199232,0.2505550739193863;12.206555615733702,0.2428701189804744;12.0,0.24705063456125184;12.041594578792296,0.24619726194372138;11.916375287812984,0.24878434449500433;11.832159566199232,0.2505550739193863;12.0,0.24705063456125184;12.649110640673518,0.23437281078104066",0.18317744267427155,111
21,1,"11.180339887498949,0.2651625661264407;10.954451150103322,0.27063041079032607;10.816653826391969,0.27407807093738756;11.0,0.2695097831577293;11.789826122551595,0.251454735966319;11.045361017187261,0.2684029621233666;10.908712114635714,0.2717651344705985;11.313708498984761,0.26203676849205126;11.269427669584644,0.26306638647997005;11.0,0.2695097831577293",0.12112148509215281,142
39,1,"10.246950765959598,0.2893160787483685;10.392304845413264,0.2852695007348132;10.723805294763608,0.2764510855286256;10.04987562112089,0.29498948310410744;10.908712114635714,0.2717651344705985;10.14889156509222,0.29211146810672267;10.198039027185569,0.2907036938015315;10.295630140987,0.2879481463628818;10.770329614269007,0.2752569067902415;10.246950765959598,0.2893160787483685",0.8767520634277723,153
32,1,"11.661903789690601,0.2542130057148821;11.269427669584644,0.26306638647997005;11.445523142259598,0.2590189699402192;11.789826122551595,0.251454735966319;11.532562594670797,0.2570640818463859;11.445523142259598,0.2590189699402192;10.677078252031311,0.2776609428867871;11.445523142259598,0.2590189699402192;11.61895003862225,0.25515279822018744;11.269427669584644,0.26306638647997005",0.4209316868991417,167
36,1,"11.916375287812984,0.24878434449500433;11.789826122551595,0.251454735966319;11.575836902790225,0.2561030912607655;11.958260743101398,0.2479129430628342;11.916375287812984,0.24878434449500433;12.041594578792296,0.24619726194372138;11.832159566199232,0.2505550739193863;11.832159566199232,0.2505550739193863;11.40175425099138,0.26001328826020353;11.832159566199232,0.2505550739193863",0.6122509683501834,140
25,1,"9.899494936611665,0.29947059256234426;9.643650760992955,0.3074154890310205;10.0,0.2964607614735022;10.246950765959598,0.2893160787483685;9.695359714832659,0.30577592806583054;10.04987562112089,0.29498948310410744;9.433981132056603,0.3142477786669835;10.04987562112089,0.29498948310410744;9.433981132056603,0.3142477786669835;9.9498743710662,0.29795427602141106",0.716341639729698,127
3,1,"10.488088481701515,0.2826642452442454;10.862780491200215,0.2729142522153153;10.198039027185569,0.2907036938015315;10.908712114635714,0.2717651344705985;10.677078252031311,0.2776609428867871;10.583005244258363,0.2801290886956162;10.862780491200215,0.2729142522153153;10.295630140987,0.2879481463628818;10.04987562112089,0.29498948310410744;11.090536506409418,0.26730966649104154",0.4460287960899586,98
8,1,"10.295630140987,0.2879481463628818;10.392304845413264,0.2852695007348132;9.9498743710662,0.29795427602141106;10.488088481701515,0.2826642452442454;10.295630140987,0.2879481463628818;10.392304845413264,0.2852695007348132;10.583005244258363,0.2801290886956162;10.14889156509222,0.29211146810672267;10.63014581273465,0.2788868249750155;10.488088481701515,0.2826642452442454",0.9021526576169898,166
18,1,"10.908712114635714,0.2717651344705985;10.954451150103322,0.27063041079032607;11.090536506409418,0.26730966649104154;10.770329614269007,0.2752569067902415;11.045361017187261,0.2684029621233666;10.677078252031311,0.2776609428867871;10.677078252031311,0.2776609428867871;11.180339887498949,0.2651625661264407;10.677078252031311,0.2776609428867871;10.63014581273465,0.2788868249750155",0.36373706230190583,55
29,1,"10.677078252031311,0.2776609428867871;10.677078252031311,0.2776609428867871;10.677078252031311,0.2776609428867871;11.045361017187261,0.2684029621233666;10.488088481701515,0.2826642452442454;10.770329614269007,0.2752569067902415;10.583005244258363,0.2801290886956162;10.770329614269007,0.2752569067902415;10.63014581273465,0.2788868249750155;10.677078252031311,0.2776609428867871",0.37638807122439377,60
47,1,"9.433981132056603,0.3142477786669835;10.0,0.2964607614735022;9.38083151964686,0.3160282335874022;9.591663046625438,0.3090817098478076;9.797958971132712,0.30257399765293086;9.433981132056603,0.3142477786669835;9.9498743710662,0.29795427602141106;10.14889156509222,0.29211146810672267;9.695359714832659,0.30577592806583054;9.746794344808963,0.30416232351449374",0.22194433295337945,102
17,1,"9.433981132056603,0.3142477786669835;10.535653752852738,0.28138810217944904;10.677078252031311,0.2776609428867871;9.539392014169456,0.31077532093570587;9.327379053088816,0.31783929846329934;9.273618495495704,0.31968186055690817;9.38083151964686,0.3160282335874022;9.327379053088816,0.31783929846329934;8.888194417315589,0.33354441583315325;9.055385138137417,0.3273861431082992",0.25548099148784387,123
43,1,"11.874342087037917,0.24966499979575296;12.0,0.24705063456125184;11.832159566199232,0.2505550739193863;12.083045973594572,0.24535267193501248;11.874342087037917,0.24966499979575296;11.874342087037917,0.24966499979575296;12.12435565298214,0.2445167149155542;12.041594578792296,0.24619726194372138;12.529964086141668,0.23660144549128626;12.68857754044952,0.23364381115883495",0.2282340112676952,50
22,1,"11.135528725660043,0.2662296230176802;11.224972160321824,0.26410823763237073;11.045361017187261,0.2684029621233666;11.135528725660043,0.2662296230176802;11.532562594670797,0.2570640818463859;11.575836902790225,0.2561030912607655;11.832159566199232,0.2505550739193863;11.224972160321824,0.26410823763237073;10.816653826391969,0.27407807093738756;11.357816691600547,0.26101914612932964",0.4999470868668409,178
31,1,"11.74734012447073,0.25236415931803036;12.12435565298214,0.2445167149155542;11.532562594670797,0.2570640818463859;11.958260743101398,0.2479129430628342;11.958260743101398,0.2479129430628342;11.958260743101398,0.2479129430628342;11.224972160321824,0.26410823763237073;12.083045973594572,0.24535267193501248;11.532562594670797,0.2570640818463859;12.24744871391589,0.2420591981223447",0.1000115873867094,56
35,1,"11.661903789690601,0.2542130057148821;11.661903789690601,0.2542130057148821;12.165525060596439,0.24368924481009424;11.832159566199232,0.2505550739193863;11.958260743101398,0.2479129430628342;11.916375287812984,0.24878434449500433;11.40175425099138,0.26001328826020353;11.489125293076057,0.2580359722007426;11.958260743101398,0.2479129430628342;11.74734012447073,0.25236415931803036",0.10517986933506092,102;114;177
13,1,"10.04987562112089,0.29498948310410744;9.695359714832659,0.30577592806583054;9.695359714832659,0.30577592806583054;9.899494936611665,0.29947059256234426;9.848857801796104,0.30101029727471307;9.899494936611665,0.29947059256234426;9.899494936611665,0.29947059256234426;9.797958971132712,0.30257399765293086;10.0,0.2964607614735022;9.591663046625438,0.3090817098478076",0.5100292906735033,79
4,1,"11.61895003862225,0.25515279822018744;11.61895003862225,0.25515279822018744;11.832159566199232,0.2505550739193863;11.575836902790225,0.2561030912607655;11.357816691600547,0.26101914612932964;11.74734012447073,0.25236415931803036;11.704699910719626,0.25328352177742874;11.445523142259598,0.2590189699402192;10.862780491200215,0.2729142522153153;11.489125293076057,0.2580359722007426",0.12730556458779674,199
26,1,"12.041594578792296,0.24619726194372138;11.832159566199232,0.2505550739193863;11.269427669584644,0.26306638647997005;11.958260743101398,0.2479129430628342;11.575836902790225,0.2561030912607655;11.916375287812984,0.24878434449500433;11.532562594670797,0.2570640818463859;11.224972160321824,0.26410823763237073;11.575836902790225,0.2561030912607655;11.916375287812984,0.24878434449500433",0.25961042995151773,74
